2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.403Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.a.i.r.JurisdictionAreaController : Fetching all jurisdiction areas
2026-04-08T10:52:02.935Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-08T10:52:02.935Z DEBUG 1 --- [demo] [nio-8000-exec-7] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-08T10:52:02.936Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-08T10:52:02.936Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-08T10:52:02.937Z DEBUG 1 --- [demo] [nio-8000-exec-7] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-08T10:52:02.937Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-08T10:52:07.140Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-08T10:52:07.140Z DEBUG 1 --- [demo] [nio-8000-exec-2] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-08T10:52:07.141Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-08T10:52:07.142Z DEBUG 1 --- [demo] [nio-8000-exec-2] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-08T10:52:07.142Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-08T10:52:07.142Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-08T10:52:07.143Z DEBUG 1 --- [demo] [nio-8000-exec-2] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-08T10:52:07.143Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-08T10:55:20.070Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-08T10:55:20.070Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-08T10:55:20.070Z DEBUG 1 --- [demo] [nio-8000-exec-4] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-08T10:55:20.071Z DEBUG 1 --- [demo] [io-8000-exec-10] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-08T10:55:20.071Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-08T10:55:20.071Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-08T10:55:20.078Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-08T10:55:20.078Z DEBUG 1 --- [demo] [nio-8000-exec-5] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-08T10:55:20.078Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-08T10:55:20.078Z DEBUG 1 --- [demo] [nio-8000-exec-8] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-08T10:55:20.078Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-08T10:55:20.078Z DEBUG 1 --- [demo] [nio-8000-exec-5] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-08T10:55:20.078Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-8] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-8] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-5] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-08T10:55:20.079Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-08T10:55:34.689Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-08T10:55:34.690Z DEBUG 1 --- [demo] [nio-8000-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-08T10:55:34.690Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-08T10:55:34.697Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/enforcement-agencies/", parameters={}
2026-04-08T10:55:34.697Z DEBUG 1 --- [demo] [nio-8000-exec-3] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.EnforcementAgencyController#getAllEnforcementAgencies()
2026-04-08T10:55:34.697Z  INFO 1 --- [demo] [nio-8000-exec-3] .h.m.o.a.i.r.EnforcementAgencyController : Fetching all Enforcement Agencies
2026-04-08T10:55:34.697Z  INFO 1 --- [demo] [nio-8000-exec-3] c.h.m.o.d.s.EnforcementAgencyServiceImpl : Fetching all enforcement agencies.
2026-04-08T10:55:34.729Z  INFO 1 --- [demo] [nio-8000-exec-3] c.h.m.o.d.s.EnforcementAgencyServiceImpl : Total enforcement agencies found: 24
2026-04-08T10:55:34.730Z  INFO 1 --- [demo] [nio-8000-exec-3] .h.m.o.a.i.r.EnforcementAgencyController : Fetched 24 Enforcement Agencies
2026-04-08T10:55:34.730Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-08T10:55:34.730Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [[EnforcementAgencyResponseDto(uuid=28a62713-5b6e-42df-8661-fe4645126709, office=80da29c0-f8ad-4c09-8 (truncated)...]
2026-04-08T10:55:34.731Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-08T10:55:35.965Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-08T10:55:35.965Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-08T10:55:35.966Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-08T10:55:35.970Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-08T10:55:35.970Z DEBUG 1 --- [demo] [nio-8000-exec-1] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-08T10:55:35.970Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-08T10:55:35.971Z DEBUG 1 --- [demo] [nio-8000-exec-1] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-08T10:55:35.971Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-08T10:55:35.971Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-08T10:55:35.971Z DEBUG 1 --- [demo] [nio-8000-exec-1] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-08T10:55:35.971Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-08T10:56:18.379Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/post-details/45c588ef-25ad-4769-ac0a-c55f21e6347d/3a718e99-a62e-434d-9de8-9c0b293320cf", parameters={}
2026-04-08T10:56:18.379Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-08T10:56:18.380Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-08T10:56:18.426Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/45c588ef-25ad-4769-ac0a-c55f21e6347d", parameters={}
2026-04-08T10:56:18.427Z DEBUG 1 --- [demo] [nio-8000-exec-2] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-08T10:56:18.427Z  INFO 1 --- [demo] [nio-8000-exec-2] c.h.m.o.a.inbound.rest.PostsController   : Fetching post with ID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-08T10:56:18.427Z  INFO 1 --- [demo] [nio-8000-exec-2] c.h.m.o.d.serviceImpl.PostServiceImpl    : Fetching post details for UUID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-08T10:56:18.433Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/45c588ef-25ad-4769-ac0a-c55f21e6347d", parameters={}
2026-04-08T10:56:18.433Z DEBUG 1 --- [demo] [nio-8000-exec-4] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-08T10:56:18.434Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-08T10:56:18.440Z  INFO 1 --- [demo] [nio-8000-exec-2] c.h.m.o.d.serviceImpl.PostServiceImpl    : Fetched post details successfully for UUID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-08T10:56:18.440Z  INFO 1 --- [demo] [nio-8000-exec-2] c.h.m.o.a.inbound.rest.PostsController   : Fetched post: CustomePostResponseDTO(uuid=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDABAD, fileNo=342, level=b67046dc-4a39-499b-ac71-3c1751be3381, postType=49ad35ad-6d57-49ba-8dc6-1a389bc08b65, natureOfPost=3ed43872-fdf7-4a52-9094-85a0282b3d92, createdAt=2025-07-24 09:06:34.331, updatedAt=2026-02-10 11:27:55.662, jurisdictions=[a6bf44f9-2edd-4e20-ab59-ba29f9316d41], roles=[3a718e99-a62e-434d-9de8-9c0b293320cf, 1e8cb7b2-e4fc-4608-9ff5-5a9d08bd5fd9, 45e88d84-db70-4890-8863-1ce9ae406f9c], office=e011a7bb-9b66-4db2-8370-dfb23b1ca447, addressType=null, premiseNoName=Shram Bhavan 4th Floor Nr Gun House Khanpur, locality=Ahmedabad aditi test, subLocality=Khanpur, district=697e54fe-fe12-4780-8923-81d82f0452ff, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, pincode=56ea751b-343d-4942-9e20-94fb087f1059, postOffice=9d6b292b-5f65-4817-a2f7-f648528dcd57, latitude=28.5346436, longitude=77.8484795, officeEmplyoee=8399b963-a891-4488-837b-74defee21263, cityname=Ahmedabad, isActive=true, IsSameAsOffice=true, makeHod=false, postemailid=clc@yopmail.com)
2026-04-08T10:56:18.441Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-08T10:56:18.441Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [CustomePostResponseDTO(uuid=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDABAD, fi (truncated)...]
2026-04-08T10:56:18.441Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-08T10:56:18.442Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/45c588ef-25ad-4769-ac0a-c55f21e6347d", parameters={}
2026-04-08T10:56:18.443Z DEBUG 1 --- [demo] [io-8000-exec-10] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-08T10:56:18.443Z  INFO 1 --- [demo] [io-8000-exec-10] c.h.m.o.a.inbound.rest.PostsController   : Fetching post with ID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-08T10:56:18.443Z  INFO 1 --- [demo] [io-8000-exec-10] c.h.m.o.d.serviceImpl.PostServiceImpl    : Fetching post details for UUID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-08T10:56:18.448Z  INFO 1 --- [demo] [io-8000-exec-10] c.h.m.o.d.serviceImpl.PostServiceImpl    : Fetched post details successfully for UUID: 45c588ef-25ad-4769-ac0a-c55f21e6347d
2026-04-08T10:56:18.448Z  INFO 1 --- [demo] [io-8000-exec-10] c.h.m.o.a.inbound.rest.PostsController   : Fetched post: CustomePostResponseDTO(uuid=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDABAD, fileNo=342, level=b67046dc-4a39-499b-ac71-3c1751be3381, postType=49ad35ad-6d57-49ba-8dc6-1a389bc08b65, natureOfPost=3ed43872-fdf7-4a52-9094-85a0282b3d92, createdAt=2025-07-24 09:06:34.331, updatedAt=2026-02-10 11:27:55.662, jurisdictions=[a6bf44f9-2edd-4e20-ab59-ba29f9316d41], roles=[3a718e99-a62e-434d-9de8-9c0b293320cf, 1e8cb7b2-e4fc-4608-9ff5-5a9d08bd5fd9, 45e88d84-db70-4890-8863-1ce9ae406f9c], office=e011a7bb-9b66-4db2-8370-dfb23b1ca447, addressType=null, premiseNoName=Shram Bhavan 4th Floor Nr Gun House Khanpur, locality=Ahmedabad aditi test, subLocality=Khanpur, district=697e54fe-fe12-4780-8923-81d82f0452ff, state=ab5ef90f-1f95-4326-8e19-c1839f91722b, pincode=56ea751b-343d-4942-9e20-94fb087f1059, postOffice=9d6b292b-5f65-4817-a2f7-f648528dcd57, latitude=28.5346436, longitude=77.8484795, officeEmplyoee=8399b963-a891-4488-837b-74defee21263, cityname=Ahmedabad, isActive=true, IsSameAsOffice=true, makeHod=false, postemailid=clc@yopmail.com)
2026-04-08T10:56:18.448Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-08T10:56:18.448Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [CustomePostResponseDTO(uuid=45c588ef-25ad-4769-ac0a-c55f21e6347d, postPortfolio=Dy CLC AHMEDABAD, fi (truncated)...]
2026-04-08T10:56:18.448Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
